,Unnamed: 0,Filenames,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
1400,1400,004617.jpg,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1401,1401,004233.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1402,1402,006758.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1403,1403,009234.jpg,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
1404,1404,007272.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
1405,1405,005739.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1406,1406,009635.jpg,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1407,1407,005437.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1408,1408,008277.jpg,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1409,1409,003975.jpg,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1
1410,1410,001968.jpg,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0
1411,1411,006354.jpg,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
1412,1412,004214.jpg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1413,1413,008577.jpg,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1
1414,1414,000376.jpg,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1415,1415,002137.jpg,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1416,1416,009385.jpg,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0
1417,1417,005302.jpg,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1418,1418,002141.jpg,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0
1419,1419,000618.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1420,1420,005291.jpg,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0
1421,1421,007888.jpg,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1422,1422,003357.jpg,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1423,1423,009818.jpg,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1424,1424,008201.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1425,1425,004959.jpg,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1426,1426,005463.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
1427,1427,006655.jpg,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
1428,1428,006498.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1429,1429,000505.jpg,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1430,1430,002711.jpg,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1431,1431,003141.jpg,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1432,1432,000683.jpg,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1
1433,1433,004957.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1434,1434,002225.jpg,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1435,1435,007903.jpg,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0
1436,1436,002353.jpg,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1437,1437,004317.jpg,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0
1438,1438,005538.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1439,1439,002971.jpg,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1
1440,1440,004572.jpg,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1441,1441,001587.jpg,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0
1442,1442,005157.jpg,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1443,1443,004197.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1
1444,1444,004071.jpg,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1
1445,1445,009885.jpg,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1446,1446,002746.jpg,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1447,1447,002824.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1448,1448,008221.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1449,1449,000324.jpg,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0
1450,1450,006013.jpg,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1451,1451,008013.jpg,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1
1452,1452,006057.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1
1453,1453,006630.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1454,1454,007342.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1455,1455,006154.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1456,1456,002676.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1457,1457,003473.jpg,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
1458,1458,004918.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1459,1459,002573.jpg,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1460,1460,008852.jpg,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1461,1461,004375.jpg,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,1462,001879.jpg,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1463,1463,005622.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1464,1464,009431.jpg,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1
1465,1465,000054.jpg,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1466,1466,000393.jpg,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1467,1467,003942.jpg,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
1468,1468,006157.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1469,1469,008881.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1470,1470,008945.jpg,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1471,1471,004000.jpg,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1472,1472,009522.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1473,1473,003317.jpg,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
1474,1474,003326.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1475,1475,006623.jpg,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1476,1476,009257.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1477,1477,008511.jpg,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0
1478,1478,006557.jpg,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0
1479,1479,009941.jpg,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1480,1480,006977.jpg,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1481,1481,002973.jpg,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,1482,007392.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
1483,1483,008774.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,1484,000216.jpg,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1485,1485,001871.jpg,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1
1486,1486,002227.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0
1487,1487,008039.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1488,1488,000666.jpg,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1489,1489,002577.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1490,1490,009846.jpg,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0
1491,1491,007116.jpg,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1
1492,1492,000839.jpg,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1493,1493,002575.jpg,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1
1494,1494,007778.jpg,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
1495,1495,003193.jpg,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1496,1496,000643.jpg,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
1497,1497,000377.jpg,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
1498,1498,001454.jpg,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1499,1499,006913.jpg,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1500,1500,003653.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1501,1501,009610.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1502,1502,006399.jpg,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1
1503,1503,008964.jpg,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1504,1504,004638.jpg,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1
1505,1505,008537.jpg,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
1506,1506,009127.jpg,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1507,1507,006311.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1508,1508,001671.jpg,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1509,1509,006895.jpg,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0
1510,1510,006851.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1511,1511,007539.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
1512,1512,002242.jpg,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1513,1513,004924.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1514,1514,000533.jpg,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1515,1515,008070.jpg,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1516,1516,001321.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1517,1517,003179.jpg,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
1518,1518,004762.jpg,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1519,1519,001146.jpg,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1
1520,1520,002750.jpg,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
1521,1521,005902.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,1522,007277.jpg,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1523,1523,007870.jpg,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1524,1524,008196.jpg,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0
1525,1525,001349.jpg,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0
1526,1526,000775.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1
1527,1527,003080.jpg,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,1528,004063.jpg,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1529,1529,007290.jpg,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
1530,1530,004641.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
1531,1531,009556.jpg,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1532,1532,008575.jpg,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0
1533,1533,004119.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,1534,001428.jpg,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0
1535,1535,006481.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1536,1536,001655.jpg,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1
1537,1537,003610.jpg,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0
1538,1538,003324.jpg,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1539,1539,009017.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1540,1540,004620.jpg,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
1541,1541,002823.jpg,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1542,1542,002996.jpg,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
1543,1543,001994.jpg,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0
1544,1544,009791.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
1545,1545,000195.jpg,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1546,1546,002033.jpg,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0
1547,1547,002764.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1548,1548,001668.jpg,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1549,1549,007192.jpg,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1
1550,1550,005335.jpg,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
1551,1551,000940.jpg,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0
1552,1552,005295.jpg,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0
1553,1553,009956.jpg,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1
1554,1554,006510.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1555,1555,008501.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1556,1556,005276.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1557,1557,006094.jpg,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1558,1558,006298.jpg,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1
1559,1559,006283.jpg,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
1560,1560,001197.jpg,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0
1561,1561,008527.jpg,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0
1562,1562,005022.jpg,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1563,1563,003212.jpg,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1
1564,1564,001895.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1565,1565,006591.jpg,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0
1566,1566,005197.jpg,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1
1567,1567,006044.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1568,1568,008109.jpg,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1569,1569,003737.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1570,1570,008198.jpg,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1571,1571,009369.jpg,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0
1572,1572,000383.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1573,1573,005667.jpg,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
1574,1574,003488.jpg,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1
1575,1575,002185.jpg,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1576,1576,000100.jpg,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1
1577,1577,007010.jpg,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
1578,1578,006280.jpg,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1579,1579,004709.jpg,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0
1580,1580,000350.jpg,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
1581,1581,000877.jpg,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1582,1582,004336.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1583,1583,006901.jpg,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1584,1584,005163.jpg,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0
1585,1585,005468.jpg,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1586,1586,008547.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1587,1587,002254.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,1588,004199.jpg,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0
1589,1589,004297.jpg,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0
1590,1590,004659.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1591,1591,005627.jpg,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1
1592,1592,006326.jpg,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1
1593,1593,004342.jpg,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1594,1594,002506.jpg,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1595,1595,002250.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1596,1596,003490.jpg,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
1597,1597,004449.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,1598,008808.jpg,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1
1599,1599,004854.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1600,1600,001824.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1601,1601,007684.jpg,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1
1602,1602,009297.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1603,1603,004821.jpg,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1604,1604,008922.jpg,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1605,1605,002298.jpg,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1606,1606,008441.jpg,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1607,1607,001951.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1608,1608,007499.jpg,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
1609,1609,008785.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1610,1610,003702.jpg,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1
1611,1611,005092.jpg,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
1612,1612,004720.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1613,1613,007366.jpg,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1
1614,1614,001318.jpg,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1615,1615,006793.jpg,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
1616,1616,004324.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,1617,006102.jpg,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1618,1618,005482.jpg,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619,1619,006063.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1620,1620,007726.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1621,1621,005249.jpg,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1622,1622,000175.jpg,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
1623,1623,006376.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,1624,005516.jpg,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1625,1625,003203.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1626,1626,002314.jpg,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1627,1627,001357.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1628,1628,001081.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,1629,006173.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1630,1630,000664.jpg,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1631,1631,003113.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1632,1632,005149.jpg,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1633,1633,009054.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1634,1634,006561.jpg,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,1635,006898.jpg,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1
1636,1636,008337.jpg,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
1637,1637,002708.jpg,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1638,1638,002395.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1639,1639,004109.jpg,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1640,1640,000006.jpg,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1641,1641,003022.jpg,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1642,1642,000279.jpg,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0
1643,1643,008904.jpg,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,1644,001857.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,1645,002562.jpg,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
1646,1646,001788.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
1647,1647,005545.jpg,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1648,1648,000624.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1649,1649,009146.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1650,1650,008371.jpg,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1
1651,1651,009211.jpg,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
1652,1652,007268.jpg,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1
1653,1653,001811.jpg,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
1654,1654,006742.jpg,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1655,1655,009207.jpg,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0
1656,1656,000638.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1657,1657,007512.jpg,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1658,1658,002229.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1659,1659,004308.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1660,1660,006741.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,1661,002370.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
