,Filenames,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
1167,008081.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1168,009223.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,006522.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,002731.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1171,000392.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1172,009076.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,002303.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,000284.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,007120.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,002748.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1177,009120.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1178,006713.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1179,000497.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1180,006504.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1181,007582.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,000975.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1183,004923.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1184,005835.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1185,001428.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,009357.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1187,006969.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1188,006231.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,000485.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,006957.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1191,004199.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,001762.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,009125.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1194,006527.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1195,005832.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1196,008896.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1197,007055.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,002601.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1199,006675.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1200,006816.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,008325.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1202,006485.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1203,003853.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,002358.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1205,000788.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1206,007557.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1207,008941.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1208,009183.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,008622.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1210,006044.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1211,003381.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,006798.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1213,005109.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,007811.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1215,009067.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1216,002339.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1217,003940.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1218,002005.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1219,001256.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,009826.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,006278.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,004068.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,007290.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,001943.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1225,004883.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1226,006454.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1227,007648.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,002223.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1229,000223.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1230,003267.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,000181.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1232,007981.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1233,004835.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1234,002543.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1235,000399.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,002681.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1237,005891.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1238,001983.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,000643.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1240,000330.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1241,006060.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,003479.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,009298.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,001411.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1245,005053.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,009139.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1247,008508.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1248,001103.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,002386.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,008493.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,003661.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1252,008646.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,001947.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,003191.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,004427.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1256,008893.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1257,007634.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1258,007203.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1259,009222.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1260,002060.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1261,004858.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1262,007658.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1263,000383.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,002808.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1265,003517.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1266,004775.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,003505.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1268,001748.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1269,008861.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,006255.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1271,006872.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1272,005675.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,001246.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,008904.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,001867.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1276,006861.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1277,007395.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1278,005798.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1279,002607.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,006361.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,008439.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1282,007459.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,006292.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1284,009677.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1285,006526.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,000202.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1287,004811.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,004827.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,005284.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1290,007238.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,003036.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1292,008545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,005504.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1294,002993.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,006086.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1296,008899.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1297,007929.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1298,004657.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1299,004302.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1300,009084.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1301,001317.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1302,000616.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,006331.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1304,002105.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1305,002487.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1306,001516.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1307,004820.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,002304.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,000310.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1310,000390.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1311,004668.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1312,007973.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,003399.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1314,007738.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1315,002739.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1316,002046.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1317,004213.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1318,001216.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1319,003123.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1320,008685.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,003158.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1322,004188.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,007320.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1324,007580.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,001692.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1326,004937.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1327,006017.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,004119.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,006653.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1330,008938.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,007830.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,002521.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1333,008361.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,005428.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1335,009009.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,006137.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1337,008435.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1338,003315.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1339,008974.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,008778.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,003030.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,002447.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1343,001080.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,000762.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1345,003368.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1346,009788.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1347,005013.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,002144.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,005902.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,008857.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1351,003602.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,004871.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1353,004416.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1354,002703.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,009300.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,008126.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1357,003981.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1358,004717.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1359,002380.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,004567.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,006629.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1362,002890.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,004038.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1364,002489.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,006929.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,008210.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1367,001706.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1368,009779.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,007504.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,006491.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,002983.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,000008.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1373,005252.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1374,004112.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,003730.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1376,002089.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,004709.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1378,008611.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1379,005587.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1380,007602.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,003052.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1382,009864.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1383,002907.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,002883.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1385,001992.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1386,002032.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,002872.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1388,009229.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1389,009632.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1390,005216.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1391,003682.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1392,007849.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1393,007567.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1394,003672.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1395,000758.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1396,001349.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,007862.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1398,002044.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,009708.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1400,002973.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1401,009132.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1402,003668.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1403,002110.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1404,008090.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,005774.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1406,003916.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1407,007364.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1408,001417.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1409,004645.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,003619.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1411,006359.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,007391.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1413,004227.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1414,006423.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,003298.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1416,003238.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1417,002327.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1418,001300.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1419,007597.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1420,000901.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1421,009820.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1422,000475.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,004036.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,006600.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,008304.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1426,005972.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,007766.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1428,005180.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1429,002758.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1430,004305.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,005194.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,005834.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,001744.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1434,008724.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,009423.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1436,007806.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1437,009705.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1438,003858.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,008934.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,002692.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,004319.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1442,000766.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1443,003893.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,009426.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
